"Report_ID","Date","Status","Location","Incident_Category","Incident_Type","Description","Report","Report_Time","Length"
1700048,"1/7/17","CLOSED","Outside Usc Area","FRAUD","FRAUD                                   Fraud-General","A suspect used unknown means to make an unauthorized purchase on a student's credit card account."," 1/7/17   - 10:20 pm                 Location: OUTSIDE USC AREA                                             Report #: 1700048
Occurred: 1/7/17   - 9:30 pm  to 1/7/17     - 9:30 pm                                     Disposition: CLOSED
Incident: FRAUD                                   Fraud-General
Summary: A suspect used unknown means to make an unauthorized purchase on a student's credit card account.","1/7/17   - 10:20 pm","1/7/17   - 9:30 pm  to 1/7/17     - 9:30 pm"
1700049,"1/8/17","CLOSED","Downey Way Structure","PROPERTY","PROPERTY                                Recovered Property Without a Crime","Currency was found at the location and turned in to DPS Lost & Found."," 1/8/17   - 12:09 am                 Location: DOWNEY WAY STRUCTURE                                         Report #: 1700049
Occurred: 1/7/17   - 5:15 pm  to 1/7/17     - 5:15 pm                                     Disposition: CLOSED
Incident: PROPERTY                                Recovered Property Without a Crime
Summary: Currency was found at the location and turned in to DPS Lost & Found.
","1/8/17   - 12:09 am","1/7/17   - 5:15 pm  to 1/7/17     - 5:15 pm"
1700050,"1/7/17","CLOSED","Parkside Residential Building","SERVICE","SERVICE                                 Injury Response","A student was transported to a local hospital for medical treatment after injuring his ankle."," 1/7/17   - 9:51 pm                  Location: PARKSIDE RESIDENTIAL BUILDING                                Report #: 1700050
Occurred: 1/7/17   - 9:51 pm      to 1/8/17 - 12:17 am                                    Disposition: CLOSED
Incident: SERVICE                                 Injury Response
Summary: A student was transported to a local hospital for medical treatment after injuring his ankle.
          cc: Student Affairs, Risk Management","1/7/17   - 9:51 pm","1/7/17   - 9:51 pm      to 1/8/17 - 12:17 am"
1700051,"1/7/17","CLOSED","The Row Area","PROPERTY","PROPERTY                                Recovered/Impounded Bicycle","A bicycle was recovered from a theft suspect."," 1/7/17   - 9:49 pm                  Location: THE ROW AREA                                                 Report #: 1700051
Occurred: 1/7/17   - 9:49 pm      to 1/8/17 - 12:17 am                                    Disposition: CLOSED
Incident: PROPERTY                                Recovered/Impounded Bicycle
Summary: A bicycle was recovered from a theft suspect.","1/7/17   - 9:49 pm","1/7/17   - 9:49 pm      to 1/8/17 - 12:17 am"
1700052,"1/8/17","Cleared by Exceptional Means","Lapd Southwest Station","SERVICE","SERVICE                                 Commitment To Mental Health For 72 Hrs","A student was transported to a local hospital for psychiatric evaluation."," 1/8/17   - 2:49 pm                  Location: LAPD SOUTHWEST STATION                                       Report #: 1700052
Occurred: 1/8/17   - 2:49 pm      to 1/8/17 - 6:02 pm                                     Disposition: Cleared by Exceptional Means
Incident: SERVICE                                 Commitment To Mental Health For 72 Hrs
Summary: A student was transported to a local hospital for psychiatric evaluation.
          cc: Student Affairs","1/8/17   - 2:49 pm","1/8/17   - 2:49 pm      to 1/8/17 - 6:02 pm"
1700053,"1/8/17","Inactive Investigation","Troy Hall","THEFT PETTY","THEFT-PETTY                             Theft Bicycle","A suspect removed a bicycle."," 1/8/17   - 6:22 pm                  Location: TROY HALL                                                    Report #: 1700053
Occurred: 12/20/16 - 12:01 am     to 1/8/17 - 11:59 pm                                    Disposition: Inactive Investigation
Incident: THEFT-PETTY                             Theft Bicycle
Summary: A suspect removed a bicycle.","1/8/17   - 6:22 pm","12/20/16 - 12:01 am     to 1/8/17 - 11:59 pm"
1700054,"1/8/17","Inactive Investigation","1169 37Th St","THEFT PETTY","THEFT-PETTY                             Theft Bicycle","A suspect removed a bicycle."," 1/8/17   - 6:51 pm                  Location: 1169 37TH ST                                                 Report #: 1700054
Occurred: 1/8/17   - 1:00 am      to 1/8/17 - 6:20 pm                                     Disposition: Inactive Investigation
Incident: THEFT-PETTY                             Theft Bicycle
Summary: A suspect removed a bicycle.","1/8/17   - 6:51 pm","1/8/17   - 1:00 am      to 1/8/17 - 6:20 pm"
1700055,"1/8/17","CLOSED","1286 Adams Bl","SERVICE","SERVICE                                 Injury Response","An infant was examined and released to her mother after sustaining a cut to her chin."," 1/8/17   - 7:31 pm                  Location: 1286 ADAMS BL                                                Report #: 1700055
Occurred: 1/8/17   - 7:30 pm      to 1/8/17 - 7:30 pm                                     Disposition: CLOSED
Incident: SERVICE                                 Injury Response
Summary: An infant was examined and released to her mother after sustaining a cut to her chin.","1/8/17   - 7:31 pm","1/8/17   - 7:30 pm      to 1/8/17 - 7:30 pm"
NA,"1/8/17","Inactive Investigation","Elvon & Mabel Musick Law Building","THEFT PETTY","THEFT-PETTY                             Theft Bicycle","A suspect removed a bicycle."," 1/8/17   - 7:42 pm                  Location: ELVON & MABEL MUSICK LAW BUILDING                            Report #: 1700056
                                                           CENTER
Occurred: 1/8/17   - 4:00 pm      to 1/8/17 - 7:40 pm                                     Disposition: Inactive Investigation
Incident: THEFT-PETTY                             Theft Bicycle
Summary: A suspect removed a bicycle.
","1/8/17   - 7:42 pm","1/8/17   - 4:00 pm      to 1/8/17 - 7:40 pm"
1700057,"1/8/17","CLOSED","Katherine B. Loker Track Stadium","SERVICE","SERVICE                                     Injury Response","A student was examined and released to seek medical treatment on his own after injuring his ankle."," 1/8/17   - 10:12 pm                     Location: KATHERINE B. LOKER TRACK STADIUM                         Report #: 1700057
Occurred: 1/8/17    - 10:12 pm    to 1/8/17     - 10:44 pm                                Disposition: CLOSED
Incident: SERVICE                                     Injury Response
Summary: A student was examined and released to seek medical treatment on his own after injuring his ankle.
          cc: Student Affairs, Risk Management","1/8/17   - 10:12 pm","1/8/17    - 10:12 pm    to 1/8/17     - 10:44 pm"
1700058,"1/8/17","CLOSED","Adams Bl & St James Pl","PROPERTY","PROPERTY                                    Damaged Property","A student reported that the driver's side view mirror on a University vehicle was damaged when an unidentified passing"," 1/8/17   - 11:55 pm                     Location: ADAMS BL & ST JAMES PL                                   Report #: 1700058
Occurred: 1/8/17    - 11:55 pm    to 1/9/17     - 12:20 am                                Disposition: CLOSED
Incident: PROPERTY                                    Damaged Property
Summary: A student reported that the driver's side view mirror on a University vehicle was damaged when an unidentified passing
          motorcyclist struck it with his hand.
          cc: Risk Management, Transportation Services","1/8/17   - 11:55 pm","1/8/17    - 11:55 pm    to 1/9/17     - 12:20 am"
NA,"1/9/17","CLOSED","Our Savior Parish & Usc Caruso","FIRE","FIRE                                        Alarm Malfunction","A fire alarm was activated by rain water leaking into the system."," 1/9/17   - 4:38 am                      Location: OUR SAVIOR PARISH & USC CARUSO                           Report #: 1700059
                                                              CATHOLIC CENTER
Occurred: 1/9/17    - 4:38 am     to 1/9/17     - 5:00 am                                 Disposition: CLOSED
Incident: FIRE                                        Alarm Malfunction
Summary: A fire alarm was activated by rain water leaking into the system.
          cc: Safety","1/9/17   - 4:38 am","1/9/17    - 4:38 am     to 1/9/17     - 5:00 am"
1700060,"1/9/17","CLOSED","Keck Hospital Of Usc","TRAFFIC","TRAFFIC                                     Traffic Collision Without Injuries","A non-USC female backed her vehicle into a University vehicle driven by a staff member, causing minor damage."," 1/9/17   - 9:53 am                      Location: KECK HOSPITAL OF USC                                     Report #: 1700060
Occurred: 1/9/17    - 9:53 am     to 1/9/17     - 10:36 am                                Disposition: CLOSED
Incident: TRAFFIC                                     Traffic Collision Without Injuries
Summary: A non-USC female backed her vehicle into a University vehicle driven by a staff member, causing minor damage.
          cc: Risk Management","1/9/17   - 9:53 am","1/9/17    - 9:53 am     to 1/9/17     - 10:36 am"
1700061,"1/9/17","Void","May Ormerod Harris Residence Hall","ADMINISTRATIVE","ADMINISTRATIVE                              Report Voided","This report is voided, Student misplaced her bicycle. No Theft."," 1/9/17   - 11:47 am                     Location: MAY ORMEROD HARRIS RESIDENCE HALL                        Report #: 1700061
Occurred: 12/15/16 - 2:00 pm      to 1/3/17     - 9:00 am                                 Disposition: Void
Incident: ADMINISTRATIVE                              Report Voided
Summary: This report is voided, Student misplaced her bicycle. No Theft.","1/9/17   - 11:47 am","12/15/16 - 2:00 pm      to 1/3/17     - 9:00 am"
1700062,"1/9/17","CLOSED","Keck Hospital Of Usc","SERVICE","SERVICE                                     Illness Response","A non-USC male was transported within the facility for medical treatment after complaining of chest pains."," 1/9/17   - 1:00 pm                      Location: KECK HOSPITAL OF USC                                     Report #: 1700062
Occurred: 1/9/17    - 1:00 pm     to 1/9/17     - 1:21 pm                                 Disposition: CLOSED
Incident: SERVICE                                     Illness Response
Summary: A non-USC male was transported within the facility for medical treatment after complaining of chest pains.","1/9/17   - 1:00 pm","1/9/17    - 1:00 pm     to 1/9/17     - 1:21 pm"
